name, shufersal, carfur, victory, wolt
סטארבקס פרפוצ`ינו קפה250, 15.50, N/A, N/A, ['15.50']
סטארבקס פרפוצ`ינ קרמל250, 15.50, N/A, N/A, ['15.50']
סטארבקס פרפוצ`ינו עוג250, 15.50, N/A, N/A, ['15.50']
ממרח לורפק עם מלח 250 גר, 18.30, 19.50, 17.50, ['19.50']
ממרח לורפק+מלח מופחת250ג, 18.30, 19.50, N/A, ['19.50']
ממרח לורפק ללא מלח 250 ג, 18.30, 19.50, 17.50, ['19.50']
ממרח לורפק ללא מלח500גרם, 31.90, 31.90, 29.90, N/A
ממרח  לורפק עם מלח 500 ג, 31.90, 31.90, 29.90, N/A
לורפק פחות שומן ל.מלח250, 18.30, 19.50, 17.50, N/A
כדורוני תירס+קקאו 284 גר, 32.90, 30.50, N/A, N/A
נסקוויק דגני בוקר 500גרם, 23.90, 27.50, 20.90, ['25.50']
פיטנס חטיף דגנים שוק.6יח, 17.50, 17.20, 14.90, N/A
פיטנס חט.דגנים ק.עוגיות6, 17.50, 17.20, 14.90, N/A
קראנץ` בר שוקו וניל25*6ג, 17.50, N/A, 14.90, ['17.90']
פיטנס חט.דגנים פ.יער6יח, 17.50, N/A, 14.90, N/A
חטיפי דגנים צ`יריוס 6 יח, 17.50, N/A, 14.90, N/A
חטיפי דגנים שוק.בננה 6יח, 17.50, N/A, 14.90, N/A
קראנץ צדפים שוקולד 450ג, 24.50, N/A, 20.90, N/A
ליון דגני שוקולד+קרמל480, 23.90, 27.50, N/A, ['25.90']
חטיף פיטנס דגנים קלאסי6י, 17.50, N/A, 14.90, N/A
חטיף פיטנס שקדים ודבש6יח, 17.50, 17.20, 14.90, N/A
קורנפלקס פיטנס 500 גרם, 16.70, 15.50, N/A, ['17.90']
קראנץ בראוני 410 גרם, 24.50, 25.50, 20.90, N/A
צ`ריוס שיבולת שועל 500 ג, 23.90, N/A, 21.90, ['24.90']
עדשי מ&מ`ס שוקולד 45 גרם, 6.90, N/A, 5.90, ['6.50']
סניקרס  קרימי ח.בוטנים ח, 6.90, N/A, 5.90, N/A
עדשים M&M שוקולד 150 גרם, 16.90, N/A, 15.90, N/A
היט מיניס שוקו 130 גרם, 8.90, 8.00, 8.90, ['9.90']
משקה אנרגיה XL TEN, 5.00, 5.00, 4.30, ['4.90']
בלו מוחיטו 250 מ`ל, 4.50, N/A, 3.90, ['4.90']
משקה אנרגיה בלו 250 מ`ל, 4.50, 3.90, 3.90, ['4.90']
בלו דיי משקה אנרגיה250מ, 4.50, N/A, 4.20, ['4.90']
XL משקה אנרגיה 250 מ`ל, 5.00, 5.00, 4.30, ['4.90']
פאלמאל כחול דמי סלימס חפ, 36.00, N/A, 34.90, ['38.50']
פאלמאל סילבר דמי סלימס ח, 36.00, N/A, N/A, ['38.50']
דאו.רולאון פסיפלורה50מל, 19.90, 19.50, N/A, N/A
דאו.רקסונה אפליפטינג 50מ, 19.90, 19.50, N/A, N/A
דאו. דאב רול מלפפונים50מ, 19.90, N/A, 16.90, N/A
אבקה למניעת אבנית1ק`ג, 29.90, N/A, 29.90, N/A
ויט 12 רצועות לעור רגיש, 19.90, N/A, 29.90, N/A
מצת מהודר 1 יחידה, 9.90, N/A, 9.90, N/A
מארז אבוקדו בשל, 19.90, 17.90, 19.90, N/A
דגני פרוטי פבלס 311 גרם, 23.90, 23.50, N/A, ['25.90']
plus- AquaComfort 2.00, 165.00, N/A, N/A, ['95.90']
plus- AquaComfort 2.25, 165.00, N/A, N/A, ['95.90']
plus- AquaComfort 2.50, 165.00, N/A, N/A, ['95.90']
plus- AquaComfort 2.75, 165.00, N/A, N/A, ['95.90']
plus- AquaComfort 3.00, 165.00, N/A, N/A, ['95.90']
plus- AquaComfort 3.25, 165.00, N/A, N/A, ['95.90']
plus- AquaComfort 3.50, 165.00, N/A, N/A, ['95.90']
plus- AquaComfort 3.75, 165.00, N/A, N/A, ['95.90']
plus- AquaComfort 4.00, 165.00, N/A, N/A, ['95.90']
וודקה ואן גוך אננס 750מל, 139.90, N/A, N/A, ['152.90']
וודקה ואן גוך אסאי 750מל, 139.90, N/A, N/A, ['152.90']
תרסיס שמן זית 148 מ`ל, 18.90, 18.20, 18.90, N/A
תרסיס שמן קנולה 148 מ`ל, 18.90, 18.20, 18.90, N/A
וודקה פינלנדיה 700 מ`ל, 79.90, N/A, 82.90, ['83.90']
מלפפונים קורנישונים670גר, 13.50, 13.20, N/A, N/A
אצות ים נורי, 13.50, 13.50, 10.90, ['13.90']
אטריות שעועית, 9.00, 9.00, 8.90, N/A
אטריות טריות דקות 200 גר, 7.00, N/A, 6.90, ['6.90']
אטריות טריות עבות 200 גר, 7.00, N/A, 6.90, ['6.90']
מצת כיריים בבליסטר, 9.90, N/A, 9.90, N/A
מירין דאניינג 500 מ`ל, 22.90, 22.20, 17.90, ['21.90']
חומץ אורז דאניינג 500 מ`, 16.90, 16.20, 14.90, N/A
פטריות שיטאקה מיובשות100, 15.90, N/A, 12.90, N/A
תה ארל גריי 25 שק2*גר, 20.90, 20.20, N/A, N/A
4מברשת ג`ורדן טוטל סופט, 17.90, N/A, 19.90, N/A
מארז זוג מברשות טרגט סנס, 24.90, N/A, 23.90, N/A
2מברשות ג`ורדן לילדים3-5, 17.90, N/A, 19.90, N/A
עוגיות סנדוויץ וניל 150, 5.90, 4.00, N/A, N/A
תות מוקפא מצופ.שוקולד120, 38.90, N/A, N/A, ['38.90']
טקילה פטרון סילבר 700מ`ל, 199.90, N/A, N/A, ['215.90']
פסטה עם רוטב גבינה156ג, 11.50, 12.20, 10.90, ['12.50']
צ`יפס ירקות טעם טבעי110ג, 22.90, 22.90, N/A, N/A
פטריות שמפניון-בודד, 10.90, N/A, 10.90, N/A
שום יבוא, 6.90, N/A, N/A, ['7.90']
ברוקולי, 11.90, 11.90, N/A, N/A
תירס קלוף ארוז, 9.90, N/A, 8.90, N/A
עגבניה שרי בודד יחידה, 10.90, N/A, N/A, ['19.90']
חסה ערבית כשר יחידה, 8.90, 7.90, 6.90, N/A
פטרוזיליה כשר יחידה, 7.90, 6.90, 6.90, N/A
כרוב לבן כשר, 14.90, N/A, 15.90, N/A
כרוב אדום כשר, 14.90, N/A, 15.90, N/A
סלרי עלים כשר יחידה, 8.90, 7.90, 6.90, N/A
שמיר כשר יחידה, 7.90, 6.90, 6.90, N/A
נענע כשר, 7.90, 6.90, 6.90, N/A
כוסברה כשר יחידה, 7.90, N/A, 5.90, N/A
ערק אשקלון 700 מ`ל, 62.90, N/A, 57.90, ['65.90']
ברקן קלאסיק קברנה 750מ`ל, 33.90, N/A, N/A, ['34.90']
ברקן רזרב מרלו 750 מ`ל, 45.90, N/A, 41.90, N/A
תירוש ענבים אדום סגל 1 ל, 15.50, 15.90, 16.90, ['19.90']
אסמבלאז` ריחן 750 מ`ל, 67.90, N/A, N/A, ['66.90']
ביסקוויט תירוש 175 גרם, 8.70, 6.00, N/A, N/A
יוגורט יופלה תות3% 150גר, 5.90, 6.00, 5.40, ['6.20']
יופלה דובדבן3% 150 גרם, 5.90, 6.00, 5.40, ['6.20']
יוגורט יופלה אפרסק3% 150, 5.90, 6.00, 5.40, ['6.20']
עין גדי קממבר24% 125 גר, 22.90, 22.90, N/A, ['24.90']
גבי. עדי ברי רכה24% 125ג, 24.90, N/A, N/A, ['24.90']
טוסטי גבינה 23% 200 גרם, 22.90, 23.70, 21.40, N/A
חלב טרי 2% דל לקטוז 1 ל, 7.90, 8.90, N/A, ['9.20']
גבינת קוטג5`%מהדרין250גר, 6.10, 6.20, 6, N/A
קוטג` מהדרין 9% 250 גרם, 6.10, N/A, 6, N/A
שמנת חמוצה15% מועשרת200, 3.40, 3.50, 3, ['3.40']
חלב 3% מהדרין שקית 1 ל`, 6.35, 6.35, 6.35, N/A
חלב בקבוק 3% יטבתה 1 ל`, 7.28, N/A, 7.28, N/A
חלב מפוסטר 1% בקרטון 1ל`, 6.85, 6.85, N/A, ['6.84']
חלב עמיד הומוגני 3% 1 ל`, 9.10, 9.20, 8.60, N/A
שוקו בשקית יטבתה 225מ`ל, 3.00, 3.00, 2.70, N/A
שוקו עמיד 250 מ`ל, 6.00, 5.90, N/A, N/A
שמנת עמידה לקצפת38% 250מ, 7.56, 7.56, 7.56, ['7.55']
רויון 1.5% בקרטון 1ל, 13.90, 14.90, 13.30, ['13.90']
יוגורט בכד 4% 1.5 ל`, 21.90, N/A, 20, N/A
רויון בקרטון 1.5% 500 מל, 8.10, 8.30, N/A, N/A
פרילי+תות שדה1.5% 500ג, 12.50, N/A, 11.20, N/A
באדי מעדן תות 3% 500 גרם, 10.10, N/A, 10, N/A
גבינת נעמה מותכת 25*8 גר, 17.50, N/A, 16.30, N/A
גב.נעמה חורש מותכת 240ג, 22.30, 22.70, 20.40, ['23.50']
יוגורט בכד4% 3 ליטר, 35.20, 36.10, 33.70, N/A
גבינת פרומעז 23% 200ג, 31.40, 31.40, 28.50, ['29.90']
גב.גלבוע 22% במשקל, 49.72, 49.72, 49.72, N/A
גב.גלבוע פרוסות22% 200גר, 15.20, 15.60, 14.60, ['16.30']
גבינת פרמזן 23% במשקל, 149.00, 129.00, 129, N/A
גב.כנען 5% 500 גרם, 28.90, 29.90, 26.50, N/A
גב.9%שומן כשר מהדרין250ג, 6.20, 6.20, 5.90, ['6.20']
גבינה לבנה 5% שומן 250 ג, 5.81, 5.81, 5.81, ['5.80']
גב.לבנה רכה 9% 250 גרם, 6.20, 6.20, 5.90, ['6.20']
קוטג` 5% עם זיתים 250 גר, 7.00, N/A, 6.90, N/A
גב.חמד פיראוס16% 250 גר, 22.90, N/A, 21, N/A
גב.צפתית 5% פיראוס 200גר, 17.50, 18.60, 16.30, ['17.90']
פטה עיזים 16%פיראוס 250ג, 34.20, N/A, N/A, ['34.90']
יופלה אפרסק 500 גרם, 14.60, 15.90, N/A, N/A
מארז הפסקת אוכל עוגי, 11.90, 12.30, N/A, ['12.50']
יופלה דיאט אננס 0% 150גר, 5.80, 6.00, N/A, ['6.20']
לבנה+שמן זית וזעתר 263גר, 15.60, N/A, N/A, ['16.90']
עמק 15% פרוס בקופסא 200ג, 18.90, 19.50, N/A, ['18.90']
לאבנה פיראוס 5% 500 גרם, 24.90, 25.00, N/A, N/A
קוטג` +שום שמיר, 7.00, N/A, N/A, ['6.90']
טל העמק חריץ 32% במשקל, 79.00, 79.00, N/A, N/A
פטה כבשים 5% פיראוס 250ג, 32.40, 32.40, N/A, ['31.90']
משקה יוגורט תות-מלון250ג, 6.90, 7.00, N/A, ['6.80']
משקה יוגורט בננ.אפרסק250, 6.90, 7.00, N/A, ['6.80']
משקה יוגורט טרופי 250גרם, 6.90, 7.00, N/A, N/A
גבינת עמק 28% חריץ במשקל, 52.30, 52.30, N/A, N/A
גבינה לבנה+זיתים 5% 250ג, 7.50, N/A, N/A, ['7.30']
חלב טרי הומוגני3% 1.5ל`, 10.92, N/A, N/A, ['10.91']
יופלה 3% טעמים 150*8גרם, 29.90, N/A, N/A, ['36.50']
יופלה לבן 1.5% 8*150גרם, 17.90, 20.60, N/A, N/A
שמנת לבישול 15%, 19.60, N/A, 18.90, N/A
גבינת עמק דק דק 28% 200ג, 18.90, 19.50, N/A, ['19.90']
גבינת עמק פרוסה, 26.90, 26.90, N/A, N/A
יוגורט תנובה1.5%, 3.90, 4.00, N/A, N/A
יוגורט תנובה 3% 200 גרם, 3.90, 4.00, N/A, N/A
שטוזים משקה תות 8*100מל, 18.90, 24.00, N/A, ['25.00']
שמנת להקצפה 38% 500 מ`ל, 15.12, N/A, N/A, ['15.10']
חטיפ.פריכונים ט.טבעי80גר, 9.50, 9.90, 8.90, N/A
בייגלה מקלות מלוחים400גר, 13.00, 13.90, 9.90, N/A
אטריות דקות 400 גרם, 7.90, 8.50, 5.90, ['8.90']
פתיתים אפויים קוסקוס500ג, 7.90, 8.00, 6.90, ['9.50']
פסטה מקרוני 7 500 גרם, 6.50, 7.00, 5.90, ['7.90']
פסטה אסם תלתלים 500 גרם, 6.50, 7.00, 5.90, ['7.90']
פתיתים טבעות 500 גרם, 7.90, 8.00, 6.90, ['9.50']
פתיתים אפויים כוכבים500ג, 7.90, 8.00, 6.90, N/A
פסטה מסולסלת אסם 500 גרם, 6.50, 7.00, 5.90, ['7.90']
פסטה קרניים בינוניות500ג, 6.50, 7.00, 5.90, ['7.90']
פסטה צדפים גדולים 500 גר, 6.50, 7.00, 5.90, ['7.90']
פסטה ספגטי מס 8 אסם 500ג, 6.50, 7.00, 5.90, ['7.90']
פתיתים אפויים אורז 500 ג, 7.90, 8.00, N/A, ['9.50']
אטריות דקיקות אסם 400 גר, 7.90, 8.40, 5.90, ['8.90']
קרקר בטעם בצל 250 גרם, 11.50, 11.90, 9.90, ['12.90']
רוטב צילי מתוק 290 מ`ל, 13.50, 13.90, 11.90, N/A
רוטב טריאקי אסם 290 מ`ל, 13.50, 13.90, 11.90, N/A
עוג.שוקוצ`יפס ממולאות220, 14.50, 14.90, 11.90, ['15.50']
נס קפה רד מאג 200 גרם, 28.90, 28.90, 19.90, ['28.90']
מיני קרוטונים מתובל 250ג, 17.20, N/A, N/A, ['18.50']
שקדי מרק רכיבים טבעי400ג, 11.90, 13.10, 9.90, ['13.90']
קוסקוס בינוני 350 גרם, 8.70, 9.00, 7.90, ['9.90']
מנה חמה פירה עם בצל 56 ג, 8.20, 8.90, 6.70, ['8.50']
מיני קרוטונים מתובל400 ג, 27.90, 27.90, 21.90, N/A
מנה חמה פירה עם ירקות55ג, 8.20, N/A, 6.70, ['8.50']
מנה חמה פסטה מוקרמת 55ג, 8.20, N/A, N/A, ['8.50']
מנה חמה קוסקוס+ירקות 84ג, 8.20, N/A, N/A, ['8.50']
ביסלי פלאפל 70 גרם, 4.90, 4.90, 4.30, N/A
ביסלי גריל 70 גרם, 4.90, 4.90, 4.30, ['5.50']
ביסלי פיצה 70 גרם, 4.90, 4.90, 4.30, ['5.50']
ביסלי פלאפל 200 גרם, 7.90, 9.90, 7.90, N/A
ביסלי גריל 200 גרם, 7.90, 9.90, 7.90, ['10.50']
חטיף דובונים 40 גרם, 4.90, 5.90, 3.90, ['5.90']
במבה מתוקה 30 גרם, 2.90, 3.90, 2.90, ['3.90']
במבה 80 גרם, 4.90, 5.90, 4.90, ['5.90']
אפרופו 50 גרם, 5.50, 6.90, 4.90, ['6.50']
אפרופו 100 גרם, 10.50, 10.90, 7.90, N/A
פופקו בטעם חמאה ודבש80גר, 6.90, N/A, 4.90, ['6.90']
פירורית מתובלת 200 גרם, 7.90, 7.90, 6.90, N/A
פירורית זהב 200 גרם, 7.90, 7.90, 6.90, ['8.50']
מנה חמה ספגטי בולונז 65ג, 8.20, N/A, 6.70, ['8.50']
אינסטנט פודינג וניל 80גר, 5.90, 6.00, 5.50, ['6.90']
ג`לי בטעם תות 90 גרם, 6.90, 6.90, 5.90, ['7.90']
פריכונים מאורז מלא 140גר, 9.90, N/A, 8.90, ['10.90']
במבה יום הולדת 80ג בד`צ, 4.90, 5.90, 4.90, ['5.90']
במבה יום הולדת 25ג בד`צ, 3.20, 3.90, N/A, ['3.50']
פריכונים-אורז דל נתרן140, 9.90, 9.90, 8.90, ['10.90']
מרק עוף אמיתי 400 גרם, 21.00, 20.90, 16.90, ['25.90']
מרק בצל 400 גרם, 31.90, N/A, 23.90, N/A
בייגלה שטוח מלח 60 גרם, 4.90, N/A, N/A, ['5.50']
רוטב פיצה 290 מ`ל, 13.50, N/A, 11.90, N/A
קטשופ בקבוק לחיץ 750 גרם, 11.90, 12.90, 10.90, ['15.50']
קפה נמס טסטרס צויס200ג, 35.90, 37.90, 35.90, ['39.90']
טסטרס צ`ויס נט.קפאין200ג, 54.90, N/A, 35.90, ['49.90']
טסטרס צ`ויס נט.קפאין100ג, 41.90, 41.90, N/A, N/A
סיני מיניס 500 גרם, 23.90, 26.50, 20.90, ['28.90']
מנה חמה פסטה עגבניות 62, 8.20, N/A, N/A, ['8.50']
מנה חמה נודלס בטעם עוף71, 7.90, 7.90, 6.70, ['8.50']
מנה חמה נודלס בטעם בקר71, 7.90, 7.90, 6.70, ['8.50']
מנה חמה נודלס פיקנטי 71ג, 7.90, 7.90, 6.70, ['8.50']
ביסקוויט פתי בר 500 גרם, 11.90, 12.90, 10.90, ['13.90']
קרם קרקר 250 גרם, 9.90, 11.00, 8.90, ['10.90']
קרקר שומשום 250 גרם, 11.20, 11.90, 8.90, N/A
קרקר פיקנטי 250 גרם, 11.50, 11.00, 9.90, N/A
קרקר זהב 150 גרם, 7.90, 8.20, 6.90, ['8.50']
לחמית אגוזים 160 גרם, 11.20, 11.90, N/A, N/A
עוג. שוקוצ`יפס קלאסי200ג, 14.50, 14.90, 11.90, ['15.50']
לחמית חיטה מלאה 250 גרם, 11.50, 11.00, 9.90, N/A
עוגת שמרים בריוש שוקו360, 19.90, N/A, N/A, ['21.90']
בייגלה שמיניות קטנות80גר, 4.90, 4.90, N/A, N/A
בייגלה שמיניות קטנות400ג, 13.00, 13.90, 9.90, ['14.90']
קרמוגית ממולא שוקו.200גר, 14.50, N/A, 11.90, ['15.90']
לחמית כפרית 190 גרם, 11.20, 11.90, N/A, ['12.90']
קרוטונים מתובלים 250גרם, 15.90, 16.90, 13.90, N/A
חטיפי פריכונים עם דבש80ג, 9.50, N/A, 8.90, ['9.90']
טוסטעים פת קלויה 100 גרם, 12.50, N/A, 10.90, ['12.90']
טוסטעים פת קלוי+שומשו100, 12.50, 13.20, 10.90, N/A
בייגלה טבעות שומשום300גר, 13.00, 13.90, 9.90, N/A
אוכמניות כחולות קפוא300ג, 18.50, 18.50, N/A, N/A
לקט פירות יער מוקפאים300, 18.50, 18.50, N/A, N/A
אננס קפוא 300גרם, 18.50, 18.50, N/A, ['19.90']
מנגו חתוך מוקפא 300 גרם, 18.50, 18.50, N/A, ['19.90']
מיני כרובית 600 גרם, 20.90, 20.20, N/A, N/A
מיני ברוקולי קפוא 600גרם, 20.90, 20.20, N/A, N/A
ארטישוק ירושלמי קפוא 400, 23.90, 23.20, N/A, N/A
לקט להקפצה פסטה פוזילי, 25.90, N/A, N/A, ['29.90']
אפונה עדינה 600 גרם, 19.90, 20.20, 17.90, N/A
לקט לפשטידה 800 גרם, 24.90, N/A, 17.90, N/A
אפונה ירוקה מוקפאת 800גר, 17.90, 20.10, 16.90, ['21.50']
שעועית ירוקה שלמה מוקפאת, 22.90, 24.50, 18.90, ['25.90']
גרעיני תירס קפוא 800 גרם, 19.90, 20.20, 15.90, ['21.90']
גזר גמדי מוקפא 800 גרם, 19.90, 20.20, 15.90, ['20.50']
שעועית ירוקה חתוכה 800 ג, 19.90, 20.20, 17.90, N/A
שעועית צהובה חתוכה 800 ג, 19.90, 20.20, 17.90, ['23.90']
כרובית מוקפאת 800 גרם, 26.50, 26.50, 21.90, N/A
כרוב ניצנים מוקפא 800 גר, 26.90, 25.50, N/A, N/A
תרד עלים מוקפא 800 גרם, 27.90, 26.90, 23.90, N/A
מדליוני תרד קפוא 800 גרם, 27.90, 27.50, N/A, N/A
שעועית לבנה מבושלת 800גר, 20.50, 20.50, 19.90, N/A
גרגרי חומוס מבושל 800גרם, 20.90, 22.20, 19.90, ['22.50']
קלחוני תירס 1 ק`ג, 22.90, 22.90, 19.90, ['24.50']
שעועית עדינה שלמה 600גרם, 23.90, 24.90, 19.90, ['25.90']
לקט לקוסקוס 800 גרם, 24.90, 24.50, 17.90, N/A
אפונה וגזר 800 גרם, 19.90, 20.20, 17.90, ['20.50']
לקט ירקות מעורבים 800גרם, 24.90, 26.50, 17.90, N/A
לקט נורמנדי 800 גרם, 24.90, 26.50, 17.90, N/A
חגיגה ירוקה להקפצה 800 ג, 25.90, 26.50, 17.90, ['26.90']
ארטישוק תחתיות 400 גרם, 23.90, 23.90, 20.90, ['25.90']
תפרחות ברוקולי 800 גרם, 26.90, 26.90, 22.90, ['28.90']
אסייתית צבעונית ועשירה 8, 25.90, 26.50, 17.90, N/A
חטיף כיפלי בטעם גריל70ג, 6.50, 7.90, 6, ['8.50']
חטיף כיפלי בטעם בצל 70גר, 6.50, 7.90, N/A, ['8.50']
מיונז אמיתי תלמה 500 גרם, 11.90, 13.30, 10.90, ['13.90']
טחינה גולמית 100% 500 גר, 16.30, 16.20, 15.90, ['17.90']
מרק עוף בשרי 400ג קנור, 19.90, 25.90, 19.90, N/A
חטיף כיפלי ציפס 50 גרם, 6.50, 7.90, 6, N/A
מרק דגש עוף שקית 1ק קנור, 18.90, 18.90, 18.90, N/A
קנור רוטב ברביקיו350גרם, 14.90, 14.90, N/A, ['13.60']
רוטב צילי מתוק קנור370ג, 14.90, 14.90, 11.90, ['15.90']
מרק נמס בכוס פטריות זוג, 8.90, N/A, 6.90, ['9.50']
תערובת קניידל קנור 65*2ג, 12.90, N/A, 11.90, N/A
מיונז אמיתי הלמנס 394 גר, 13.90, 15.90, 14.90, ['15.90']
ממרח הלמנס לייט 424ג, 13.90, 15.90, N/A, ['15.90']
גב.מון בלן ט.שויצרי 120ג, 13.50, 13.20, 11.90, ['13.90']
גבינה מון בלאן+זיתים120ג, 13.50, 13.20, 11.90, ['13.90']
קנור רוטב סצ`ואן 370גר, 14.90, N/A, 11.90, ['15.90']
בדין שמפו לכביסה עדינה2ל, 28.90, 26.50, N/A, N/A
קנור רוטב פטריות 28 גרם, 6.50, N/A, 4.90, N/A
XL TEN בטעם תפוח 250 מ`ל, 5.00, N/A, 4.20, N/A
XL TEN בטעם מנגו 250 מ`ל, 5.00, N/A, 4.30, ['4.90']
XL TEN נענע ליים ללתס250, 5.00, N/A, 4.30, ['4.90']
סבן אפ זירו6 330*, 19.90, 19.30, 19.90, ['20.90']
סודה טמפו 12*500 מ`ל, 29.90, 33.50, N/A, N/A
פפסי קולה 1.5 ליטר, 6.90, N/A, N/A, ['7.90']
פפסי זירו 1.5 ליטר, 6.90, N/A, N/A, ['7.90']
מירינדה תפוזים 1.5 ליטר, 6.90, 7.20, N/A, N/A
סבן אפ 1.5 ליטר, 6.90, 7.20, 6.90, N/A
סבן אפ זירו 1.5 ליטר, 6.90, 7.20, N/A, N/A
מי סודה טמפו 1.5 ליטר, 3.90, 4.00, N/A, ['5.50']
מי טוניק 1.5 ליטר, 10.90, 10.20, N/A, N/A
ג`אמפ אשכוליות 1.5 ליטר, 6.90, 7.20, N/A, N/A
ג`אמפ אשכוליות דיאט1.5ל`, 6.90, 7.20, N/A, N/A
ג`אמפ מנגו פסיפלורה 1.5ל, 6.90, 7.20, N/A, N/A
ג`אמפ ענבים 1.5 ליטר, 6.90, 7.20, N/A, N/A
ג`אמפ תות בננה 1.5 ליטר, 6.90, 7.20, N/A, N/A
ג`אמפ תפוזים 1.5 ליטר, 6.90, 7.20, 6.90, N/A
בירה נשר מאלט 1.5 ליטר, 8.90, 9.20, 8.90, ['9.90']
בירה נשר מאלט דיאט 1.5 ל, 8.90, 9.20, 8.90, N/A
סבן אפ 1.5*6 ליטר, 33.90, 34.30, N/A, N/A
סבן אפ זירו 1.5*6 ליטר, 33.90, 34.30, N/A, N/A
פפסי קולה 1.5*6 ליטר, 33.90, 33.30, N/A, N/A
מארז פפסי זירו 6 * 1.5 ל, 33.90, 34.90, N/A, N/A
מירינדה 1.5*6 ליטר, 33.90, 34.30, N/A, N/A
סודה טמפו 6*1.5 ליטר, 18.90, 20.30, N/A, N/A
סודה ט.פירות יער 1.5*4 ל, 14.00, 13.10, N/A, N/A
סודה בנגיעות ט.אפרס1.5*4, 14.00, 13.10, N/A, N/A
מים אקווה נובה 2*6 ליטר, 14.60, 15.30, 14.90, N/A
מים מינרל.סאן בנדטו1.5*6, 20.90, 21.30, N/A, N/A
מים סאן בנדטו מוגז1.5*6ל, 22.90, 22.90, N/A, N/A
גלידונית וניל 60יח 630גר, 49.90, 53.50, 44.90, ['53.90']
מאגדת טעמקור משפ8`יח 52, 39.90, N/A, 34.90, ['42.90']
שמן חמניות+נוגדי חמצון1ל, 16.90, 16.10, 14.90, ['17.90']
שמן קנולה+נוגדי חימצון1ל, 15.90, 16.10, 14.90, ['17.90']
משחת טום וג`רי ענבים 50מ, 10.90, 11.00, 8.90, N/A
